Samples	17may15_004-r001	17may15_004-r002	17may15_005-r001	17may15_005-r002	17may15_006-r001	17may15_006-r002	17may15_007-r001	17may15_007-r002	17may15_008-r001	17may15_008-r002	17may15_009-r001	17may15_009-r002	17may15_010-r001	17may15_010-r002	17may15_011-r001	17may15_011-r002	17may15_012-r001	17may15_012-r002	17may15_013-r001	17may15_013-r002	17may15_014-r001	17may15_014-r002	17may15_015-r001	17may15_015-r002	17may15_016-r001	17may15_016-r002	17may15_017-r001	17may15_017-r002	17may15_018-r001	17may15_018-r002	17may15_019-r001	17may15_019-r002	17may15_020-r001	17may15_020-r002	17may15_021-r001	17may15_021-r002	17may15_022-r001	17may15_022-r002	17may15_023-r001	17may15_023-r002	17may15_024-r001	17may15_024-r002	17may15_025-r001	17may15_025-r002	17may15_026-r001	17may15_026-r002	17may15_027-r001	17may15_027-r002	17may15_028-r001	17may15_028-r002	17may15_029-r001	17may15_029-r002	17may15_030-r001	17may15_030-r002	17may15_031-r001	17may15_031-r002	17may15_032-r001	17may15_032-r002	17may15_033-r001	17may15_033-r002	17may15_034-r001	17may15_034-r002	17may15_035-r001	17may15_035-r002	17may15_036-r001	17may15_036-r002	17may15_037-r001	17may15_037-r002	17may15_038-r001	17may15_038-r002	17may15_039-r001	17may15_039-r002	17may15_040-r001	17may15_040-r002	18may15_004-r001	18may15_004-r002	18may15_005-r001	18may15_005-r002	18may15_006-r001	18may15_006-r002	18may15_007-r001	18may15_007-r002	18may15_008-r001	18may15_008-r002	18may15_009-r001	18may15_009-r002	18may15_010-r001	18may15_010-r002	18may15_011-r001	18may15_011-r002	18may15_012-r001	18may15_012-r002	18may15_013-r001	18may15_013-r002	18may15_014-r001	18may15_014-r002	18may15_015-r001	18may15_015-r002	18may15_016-r001	18may15_016-r002	18may15_017-r001	18may15_017-r002	18may15_018-r001	18may15_018-r002	18may15_019-r001	18may15_019-r002	18may15_020-r001	18may15_020-r002	18may15_021-r001	18may15_021-r002	18may15_022-r001	18may15_022-r002	18may15_023-r001	18may15_023-r002	18may15_024-r001	18may15_024-r002	18may15_025-r001	18may15_025-r002	18may15_026-r001	18may15_026-r002	18may15_027-r001	18may15_027-r002	18may15_028-r001	18may15_028-r002	18may15_029-r001	18may15_029-r002	18may15_030-r001	18may15_030-r002	18may15_031-r001	18may15_031-r002	18may15_032-r001	18may15_032-r002	18may15_033-r001	18may15_033-r002	18may15_034-r001	18may15_034-r002	18may15_035-r001	18may15_035-r002	18may15_038-r001	18may15_038-r002	18may15_039-r001	18may15_039-r002	18may15_040-r001	18may15_040-r002
357.0081@2.855645	14750	7208	1	8499	1	7083	5047	8710	14578	1	5041	11969	11975	7275	10893	11565	6967	3755	4747	14198	1	6716	10258	6055	6103	1	10634	18758	10071	9324	15302	6491	6216	12551	11738	7679	1	12681	1	3868	4361	1	11343	12472	1	4936	12282	10145	8113	14409	20897	13692	4379	12044	1	13031	1	3596	6129	8002	1	10891	8134	1	11676	10717	11751	10418	11367	1	6758	5538	9304	11186	6430	6327	6513	10618	4487	14747	4985	1	6497	11350	8235	1	10089	10445	4148	5815	10630	14544	9831	5433	1	9106	8067	3612	15455	12349	10372	8693	7874	11299	12209	3866	1	13616	9561	11177	1	13100	13266	11720	10232	8721	6598	8685	5106	1	1	11811	11467	8324	6952	8841	5863	6359	8493	10905	1	7245	6398	1	1	1	4683	6676	5105	7217	9430	7909	1	9052
426.1536@2.7816453	1	1	1	1	1	1	1	1	1	1	5390	1	1	1	1	20931	26569	1	1	1	5678	1	1	1	1	1	1	12597	12180	7893	1	1	1	6785	1	1	1	10905	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	11053	1	13792	1	1	1	1	1	10378	1	1	1	1	1	1	1	17631	1	7232	1	1	1	1	1	1	1	1	13749	35855	1	1	1	1	1	3930	1	1	1	1	1	1	11876	8951	12417	11919	11729	1	1	1	6706	1	1	1	1	1	1	23901	24008	1	8777	1	1	1	1	6052	3738	1	1	1	1	33353	9234	1	1	1	1	1	1	11598	1	1	1	1	1
344.8988@2.8039267	1	1	1	21802	1	1	3932	1	1	1	1	1	4768	1	1	8887	1	1	1	1	1	1	1	1	1	1	1	1	1	1	25617	21847	1	9237	1	1	1	1	1	1	26585	10300	20170	1	1	1	1	1	9689	1	1	1	1	18703	19336	1	8702	1	1	1	1	15867	1	1	1	1	1	1	1	1	1	1	19343	1	1	1	1	1	11770	1	19937	1	25402	1	11862	1	16376	1	1	1	1	27463	1	1	1	24588	7471	1	16206	1	1	11425	21380	1	1	1	27129	1	1	22323	1	21493	1	19135	1	1	1	1	1	1	1	26754	1	1	1	1	1	1	1	48332	24079	27144	1	1	1	10192	22794	17941	21065	14080	1	1	1	35457
168.9596@2.7825875	30662	78943	68860	41759	105826	78973	129194	63462	1	57202	97666	110242	33993	1	101792	35744	157116	115232	1	76296	138343	89798	42886	81035	1	1	50959	86423	161833	93618	84247	1	103324	34303	1	96854	159042	86044	84685	124690	1	45345	88951	1	1	1	108930	1	1	117057	31446	1	1	1	82094	49390	72635	31538	93567	43791	86780	101384	44490	22420	1	48707	64395	149876	133930	50315	1	71824	106084	28157	53119	60937	45211	62015	101912	26121	99693	137497	88872	22864	28281	32642	43301	127377	134478	1	87015	43107	1	1	1	1	68210	1	1	1	27597	60659	96028	14518	97617	1	10741	43281	61340	93288	155286	82998	137189	77341	88031	62818	57581	86586	1	1	58271	1	54914	1	43354	27673	127950	55633	1	77362	114650	59373	1	114370	1	50009	137339	65018	1	77519	141986	53060	98039	101324
426.0694@2.8091817	71306	39558	48763	34547	29897	46853	49026	81737	69797	85876	33710	62930	25158	49304	45707	55988	81484	94836	66625	72253	53291	74938	31485	36709	17508	65638	55780	34139	85385	61593	77483	84851	27326	70473	56190	56336	45299	94536	1	32830	44784	24615	49818	59587	89919	24115	51556	83268	40862	32639	61946	47663	82721	35017	47321	61049	35500	69517	53111	57165	50142	31538	85709	55430	24510	45634	46946	57921	53850	39627	37120	42501	73400	38713	56049	52727	67854	33283	45414	61739	33195	101515	111827	34624	38146	57558	114117	102602	32268	42790	50598	87497	46867	45784	25598	82281	63736	56657	47657	24327	54437	61848	27832	45510	49004	26696	78151	59402	17903	43079	47997	60629	33655	89473	94071	78241	96394	94449	54539	94889	43792	75210	85387	84833	62693	76426	48642	48221	30239	26408	63262	50581	53999	70030	58298	96287	66820	43252	87743	52599	86046	69019	47523	66885
268.9514@2.7910724	1	67012	76861	78437	1	1	61335	124724	39830	1	31371	1	1	1	1	1	76243	1	1	1	105908	81143	220526	1	199398	1	106370	12869	135509	158742	1	1	55958	1	105976	1	184873	110339	1	1	115584	1	1	1	1	1	1	79383	194810	1	234618	93463	1	1	1	1	138466	1	117479	1	1	214242	1	1	17593	156221	197401	166846	106188	1	1	140675	1	1	48659	38940	103602	1	231698	1	271112	272660	1	1	1	163048	155164	16105	279300	1	152500	1	195051	154033	1	1	77766	1	1	1	1	257718	1	225441	1	1	158291	1	1	94851	135445	112019	1	1	128435	1	1	1	133144	1	1	1	1	17735	10603	1	1	1	11601	306330	183551	154735	1	1	200028	209446	88369	152871	1	195049	1	145145	15731	1
488.0065@2.7919266	9065	1	17467	1	1	14555	1	1	1	1	1	1	25173	1	14707	1	1	1	1	1	1	1	1	1	11776	15953	1	12924	1	1	1	1	1	1	1	1	25055	1	1	27047	1	1	1	1	15709	1	1	7917	1	11210	1	9025	1	1	1	1	1	1	8313	1	27185	14104	27623	15142	1	1	1	1	1	1	1	1	11286	1	1	14433	1	17529	1	1	1	1	1	12511	1	1	1	1	16881	1	1	18875	1	10929	1	1	1	1	13425	12168	11105	1	1	1	1	13645	10430	18397	1	11043	16907	14568	19909	1	1	1	1	1	1	1	1	1	1	17061	1	1	17043	11146	1	1	15397	1	1	1	1	14588	1	1	1	1	1	1	1	1
557.1648@2.85067	25857	1	19418	20445	23080	28980	22174	1	43082	1	15491	10260	25181	19531	1	34291	35798	1	26923	30579	1	24064	1	28353	22022	28894	1	1	54055	1	28459	1	1	1	1	19681	21142	26025	1	1	23476	1	23655	26072	1	39443	38026	1	29543	1	1	27629	21019	40465	22710	1	1	16986	32639	1	66168	22526	1	39738	34163	35620	22730	30499	23034	1	17459	26655	1	30155	15021	25823	34142	16960	25227	34333	1	27148	1	1	1	1	1	18130	20159	15793	1	1	44896	1	39782	17864	1	28084	1	53396	29318	28503	55066	1	1	1	1	86164	1	33281	1	21416	31259	1	44684	23166	1	1	52466	1	42799	1	32820	1	9034	1	13629	23229	1	30030	32136	1	22566	1	35757	59701	43610	46531	33835	31955	92333	1	1	32628
425.0384@2.7956703	142865	146005	1	60437	164742	140933	1	127104	1	177345	77516	85905	75284	67902	1	1	156862	81433	121755	1	1	83092	1	1	171291	132239	1	79835	1	1	104876	1	1	88441	155372	1	222750	138024	130798	112531	1	1	1	140208	70385	1	140515	132260	1	98815	96873	153106	1	64148	124614	1	1	1	98687	96641	148949	1	47445	125336	1	134077	127204	1	79691	1	143306	1	88576	1	60189	122370	146706	57183	57293	1	135095	68666	1	64296	1	56755	1	95401	1	1	1	91399	75782	1	63868	58551	57471	138994	54244	133569	124582	135578	1	70255	80602	39309	98100	1	111253	63616	145542	73035	40638	139210	1	1	175608	105546	135694	113984	59059	118548	87076	70318	77731	1	1	118780	1	75709	121173	57027	1	1	74850	123322	64398	1	31011	41991	1	62314	1	73765
752.1977@2.830889	1	1	1	1	1	1	4737	1	6400	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3148	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3903	1	1	3456	1	4930	1	1	1	1	1	1	1	1	5344	1	1	4880	1	1	1	1	1	1	1	1	1	1	1	1	4482	1	1	1	1	1	1	1	1	1
86.0373@2.8356175	1	32215	29868	21338	33253	37905	32475	25807	32144	44260	28297	42909	9260	1	20770	1	53132	19075	65299	24764	34344	1	23820	1	18663	1	30002	65338	25768	35690	46115	25942	1	36595	23495	35030	31675	26724	35170	1	32859	26756	40469	62489	26351	64247	35426	1	49636	47885	63852	34884	41339	23987	25645	36393	26016	23435	25822	20720	32422	19036	49820	61786	23682	1	1	32802	52660	22556	28426	19433	1	29513	24726	48724	18652	17663	28471	1	38955	60826	31018	63149	24030	1	1	29134	1	51258	41405	1	46580	17774	39148	59224	27932	1	20960	22461	1	1	38056	15581	46581	40774	26464	30578	66286	47204	48050	18852	38530	59697	69395	47775	1	34179	20141	23350	48131	32862	50645	31849	1	1	30291	60989	44410	25111	40260	32773	1	1	37518	64425	29023	1	59465	29768	1	1	27303	1
260.9703@2.8552082	1	1	66207	1	1	1	1	1	1	47365	1	1	1	1	1	1	1	1	1	1	78148	1	77034	1	1	1	1	59611	1	69805	1	1	1	1	1	1	1	1	1	1	75080	1	1	1	1	72125	1	1	1	1	53166	1	64114	1	1	1	97479	1	1	1	1	1	1	1	1	1	1	1	69240	1	1	59869	1	1	1	1	1	1	1	1	1	1	116567	1	86541	98521	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	112716	1	1	1	50347	1	1	1	65202	1	1	1	1	1	1	1	1	1	1	1	1	1	68683	1	1	1	1	1	49672	1	1	76376	1	1	1	1	60214	1	1	1	1	68509	1
306.9252@2.8226252	46861	1	1	62569	87121	26799	1	1	40409	19095	1	47163	1	77666	1	1	1	89983	81591	60415	135487	31463	1	1	1	1	1	1	1	1	117554	1	1	127611	1	117393	1	1	1	122078	1	51444	113948	1	77185	95345	61625	1	1	119772	1	228371	84146	52403	56255	1	1	1	1	1	81905	49022	1	1	94198	1	1	42886	54692	1	1	59605	1	1	54748	49019	1	113776	33213	124460	1	85775	1	1	69522	1	1	1	122973	1	1	30477	1	1	49366	98793	1	126824	45588	104166	1	1	69638	1	1	1	34084	1	93797	46791	52695	1	1	1	1	1	1	1	1	44211	1	65503	1	168097	1	66851	1	1	207835	1	1	1	1	49253	152145	1	124489	1	1	153573	141368	1	132590	170079
816.1647@2.8653183	1	1	3624	4144	1	1	1	5399	1	3728	1	5505	6473	1	1	1	1	6388	7287	1	3688	6131	1	2737	1	1	1	1	1	4844	1	6995	4262	1	1	1	5751	8062	5116	1	1	1	1	1	1	6905	4112	6452	3546	6445	4356	4675	5528	1	1	1	1	1	6085	1	5271	1	5585	1	5143	1	1	1	1	1	1	1	1	1	3476	1	6069	1	6144	2398	4616	5275	1	1	3876	1	1	1	3268	5641	6171	1	3734	5963	1	3504	1	1	6086	4881	6725	1	1	1	3396	3553	8992	1	7956	7732	3019	1	2864	1	1	1	5859	1	1	1	6001	1	4352	1	1	1	4297	6570	6969	1	2686	5903	6632	1	1	1	1	9703	5077	8155	1	4737	4554	1
490.008@2.8408387	7006	1	5745	7702	1	7283	8289	5547	1	1	1	1	1	1	1	6969	1	1	1	6231	1	1	1	1	1	1	1	1	1	11816	1	1	1	1	1	6039	1	5834	1	1	1	3701	1	1	9018	6009	1	7297	4844	1	1	1	1	4257	6680	1	1	1	1	1	1	1	1	1	3540	1	1	1	1	3790	1	1	1	1	1	1	1	1	3091	1	1	1	1	1	1	1	1	1	1	1	1	1	6343	1	1	1	1	6980	1	1	1	1	1	1	1	1	1	1	1	6402	1	1	1	7423	1	1	1	1	4364	1	1	1	1	1	1	1	1	1	7142	11412	1	1	1	6337	1	8305	1	1	1	1	1	1	6367	1
367.1159@2.852085	1	1	154967	1	1	208422	1	1	1	1	1	1	1	1	1	1	547839	1	777759	1	1	516586	1	1	1	1	1	640546	1	856823	579490	1	1	812910	526393	666793	1	1	1	179293	1	1	485310	1	639160	663389	1	190782	543089	1	422217	1	1	1	1	1	1	1	221554	1	1	1	631951	1	1	478617	224066	1	207753	1	1	1	1	544190	419916	1	605296	1	1	498298	1	533278	545854	554250	419587	1	1	752562	1	1	1	1	1	493387	1	1	406964	522100	1	1	787011	532705	1	627509	1	488504	729929	690936	104997	730006	544853	663035	1	1	125074	679367	1	1	1	859542	1	242608	1	266904	1	1	684430	1	202874	620869	1	577504	1	1	734845	1	1	1	1	237100	1	604850	575221	621393
368.1133@2.8045692	1	2684376	1	2435898	933711	2287244	2180655	2382908	2669621	3550379	965335	1289367	2048773	1	1	2016118	1	1874799	1914888	2123766	1508210	1529812	1028875	1152936	2599109	2735458	2061446	1	1	3046702	1	3106257	3075700	1	1982298	2144220	3429967	3371146	2242258	2899169	2334143	2158225	2090281	2433375	1	1	1	2566215	2315010	1	2637391	2137591	2544903	1995615	1912721	2119537	2017618	1	2412688	2709473	1	2307519	3242987	2326531	2083935	2346330	2081320	2092635	2091776	2130045	2251879	2050065	1	1	1762619	1	669980	1037782	2014360	2299854	744667	2409861	2505082	1881097	1989394	1	2459157	2219057	1795575	1	1	1688487	707224	1	1512593	1	1237683	1166709	2081430	2667194	3024518	2957176	2537454	2272969	3583391	3115304	3079534	3128079	1	3096139	1	2753083	1	2202001	2780051	2497118	1	2647346	2639052	1	2620624	1462994	1	2220928	2358949	2973417	2524581	2452802	2818008	2884173	2680485	2873890	2097486	2040720	3085381	2397807	3314213	3161233	2783800	2686179	2643278	2712288	1	2739562
758.2072@2.8030925	1	17419	10506	9193	10399	1	1	24247	1	19186	17726	1	14100	1	1	11342	14590	9774	13635	1	10516	12363	11962	6257	11520	1	12748	1	8338	1	13984	1	12274	20522	3622	8876	1	8796	12967	6215	1	7688	14656	9182	12692	6320	13131	1	8254	1	1	1	8873	8699	8920	1	6848	15880	16736	1	7644	11187	14576	10366	5822	13265	7885	13218	1	11737	1	1	17378	11627	1	12710	8039	8021	10165	8627	10972	19830	1	14988	1	1	17937	1	11553	5829	1	9277	1	17694	8029	1	1	1	15946	14610	1	25323	6288	1	1	8403	13449	14313	12363	22133	10782	1	11915	7380	1	20405	15591	15311	16651	12340	24052	1	1	1	9213	13805	1	10029	19381	13800	18865	9257	19890	1	1	20563	1	28909	1	21999	22637	16759	16878	15864
60.0214@2.8674684	319533	14467	6660	468960	232603	332263	611936	593958	518022	52160	167497	1	248560	54377	1	34973	248016	1	913520	409987	1	1	1	6214	400852	529001	643739	34087	52791	336113	1	247327	39660	425398	1	1	1	671327	16134	528253	1	1	512003	39136	806654	1	1	31174	38779	1	1	74546	1	23356	290531	1	1	59222	623395	1	423728	28869	1	454614	1	18849	182731	1	503088	1	1	245227	265296	25375	1	360985	1	747847	528260	392306	1	37299	844325	1	16870	561671	1	55945	219201	386780	1	46537	350659	302386	73842	1	537547	199783	1	1	235896	1	1	314440	237552	593099	1	1056679	303390	842220	708167	370647	1	1	42576	1	1	1	45793	1	28364	438047	594729	28394	554014	184171	1	1	90491	318119	65283	1	1	1	680821	479711	578131	146361	164727	345138	1	1	465520	483401
555.1646@2.8181427	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	42867	44793	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	45931	50457	1	140463	53382	1	166703	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
556.1616@2.8034632	1	254140	254866	132008	225145	106784	384560	1	460505	403278	227271	204304	171490	204161	227225	1	1	1	263854	119933	279840	274968	1	191729	250091	90666	131705	1	1	283409	181362	124184	227521	299526	1	1	1	1	311617	180444	1	266778	245216	311649	1	1	279680	255813	1	1	173836	129624	1	277813	1	178270	208503	251560	352662	185259	259861	1	274516	302280	268607	92840	259093	1	299044	174306	256435	250380	189608	254391	1	1	157603	155941	1	143736	324520	276919	124985	269634	153150	241631	346707	288193	1	1	136134	302195	255873	82020	1	1	250439	1	1	302111	356809	337322	325343	1	1	325181	1	113556	426504	394946	358221	384095	276787	281480	386609	346566	303161	1	245842	377972	209749	282038	239215	295082	214126	324881	300269	320510	361016	344856	1	372801	254750	282799	353715	318248	1	400870	339941	332174	320135	340741	254543	354919
114.0324@2.8027403	139908	1	129545	1	191912	213446	1	1	214670	144859	142005	1	237715	155261	204770	115294	153823	98929	172224	1	1	11189	152939	1	1	1	92012	1	310411	220025	317540	1	82215	1	1	319996	1	1	259391	1	189060	224961	107149	217380	1	1	1	233019	93537	1	1	84052	182517	1	1	1	1	1	83322	71787	96776	203641	272994	111484	231943	75970	1	1	108430	1	150663	155437	1	1	56667	41981	1	1	1	1	236949	23651	1	1	1	101288	183021	1	1	1	166605	1	192414	191464	1	173926	1	122993	1	13728	110355	85299	178679	1	279109	68678	1	1	297260	283724	1	1	1	123021	1	1	1	162641	1	210013	1	156419	231780	1	90702	157733	173655	214945	154491	1	1	324418	97149	1	251467	213971	1	1	232518	83038	1	1	1	1
158.0395@2.7940555	11015	1	1	1	1	8489	1	1	1	1	12965	1	5576	1	1	1	1	1	1	9667	1	1	1	1	1	1	1	1	1	1	1	1	1	7539	1	1	1	1	1	6110	7550	1	1	1	1	1	5556	1	1	1	1	1	1	1	1	1	1	1	1	6100	1	1	1	1	4498	5222	1	1	1	1	1	1	1	1	1	1	1	7095	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6192	1	1	1	5808	1	1	1	6511	1	1	14545	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8908	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
597.0929@2.8143654	1	1	1	5343	1	10268	1	1	1	1	7906	8668	3757	1	1	12914	1	9843	1	1	9066	1	1	1	1	3523	5463	1	7481	1	1	1	8220	1	9572	5537	1	11735	1	1	1	2956	4422	3976	6261	9706	1	8786	1	1	1	1	1	11365	4515	1	1	1	5150	1	1	4828	1	8105	1	1	1	3124	1	7795	1	6935	1	1	1	1	3465	4425	1	1	1	1	1	1	5592	3780	1	4164	4581	1	1	5129	1	9339	1	1	1	4407	1	1	1	1	1	1	4415	1	1	1	1	5945	1	1	4778	3856	1	10721	1	1	1	1	6821	7821	3590	1	1	1	5772	1	8670	7407	1	1	1	1	4281	1	1	3253	1	1	4474	1	1	1
86.0182@2.9243796	1	1	1	1	1	1	1	1	8582	7093	1	1	1	1	1	6295	1	1	1	1	1	1	1	1	1	1	4946	1	1	1	1	5703	1	1	1	1	1	1	1	1	1	1	6689	6770	1	1	1	1	1	1	1	1	1	1	1	6642	1	8874	1	1	1	1	7730	6731	1	1	4279	1	1	5622	3781	5795	1	8012	1	6614	1	1	1	1	1	1	1	1	1	1	6219	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6670	1	9017	1	1	1	1	1	5196	1	5325	1	1	1	1	6054	8758	1	4214	1	1	1	5197	1	7282	7834	1	1	1	1	1	1	1	1	4210	1	1	1	1	1	1	1	1
614.111@2.8147662	1	11972	1	1	19147	1	1	12941	13535	1	5872	6882	11438	7502	1	1	1	3673	7624	6377	1	10668	1	1	1	1	10101	1	1	1	8342	1	1	1	1	4929	6066	13157	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5327	1	1	1	1	9333	12476	9847	1	1	5003	1	1	1	1	1	1	4771	1	7783	1	1	1	4957	1	1	6281	1	1	1	1	5462	1	5420	1	1	1	1	1	1	7106	9325	7883	9018	1	11830	8249	9601	11183	1	1	1	1	1	16086	7413	1	14484	1	1	13924	7005	13382	8965	13849	10693	1	1	4787	1	1	1	1	1	1	1	1	1	1	1	6369	1	1	1	1	1	1	1	1
216.041@2.81992	3275680	1	1	2151013	1	4435597	1184321	3077872	1	1799586	3209586	4204416	5166874	1	1	1	1	1	1	5057954	3426569	1	5638902	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6730632	6087886	4525563	1	1	4250356	1	4695987	1	1	4772682	6403313	1	1	3429306	1	5774287	6259090	1	6539346	1	5528787	1	5985632	1	1	5435985	5428294	1	1	200039	5359604	4708372	1	1	1	3659907	1	1	3988792	1	1	1	1	5953331	1	6542834	1	77851	1	4139004	5676080	1	5804453	1	1	1	1	3110433	5202331	1	1	5984149	1	5830170	3286700	6329585	1	6204140	1	7248365	1	6062522	3651479	4330111	1	1	1	1	4984709	1354661	4198565	1	5283836	1	5292727	1	5681493	1	7892266	6508611	979239	1	3569927	1	2520451	1	6707474	1	1	1	5308694	4623015	1	1	1	1
279.9887@2.7960944	1	1	551907	787084	1	474714	506842	666374	1	592355	726196	513206	1	1	523809	1	269141	642088	369908	452881	561404	235780	448010	1	578586	424589	281871	201944	230435	1	290111	254325	199890	1	228873	406226	1	330893	262316	341692	352582	1	361063	1	1	472129	1	787662	245986	1	296888	239398	195657	489467	1	1	1	233286	281915	311229	312928	473587	391059	237342	1	148233	580723	384528	1	451646	212513	1	586795	290509	1	287006	224814	271959	165390	124399	241807	169710	517091	1	312318	149341	1	408613	169850	1	277398	118893	203526	1	238201	144092	352146	237786	218796	314499	385975	214748	288209	140999	276747	381825	191286	1	1	580930	1	364105	227771	385159	1	516414	200536	258457	109746	1	422400	1	1	1	375215	164332	1	184211	252043	1	337518	277750	309666	274171	208197	190664	177444	322741	1	126125	153695	312232	198137	163357
578.3805@2.8162727	5115	19711	1	11219	12710	25184	20456	25620	7817	7297	40243	36234	8423	1	37058	27453	6622	9805	18327	6009	7853	1	4426	1	1	1	1	8261	3816	5529	1	1	55997	43400	25439	20940	13859	12875	22970	1	50433	28442	66752	85478	13890	22609	33870	1	7262	6720	1	1	1	7764	10424	1	8116	12020	32593	19196	1	1	1	1	1	11886	1	44076	10838	16711	9733	1	9541	33554	11720	1	1	1	1	1	12814	1	13686	17805	5124	7785	10758	7272	7683	1	1	7155	4915	1	29944	1	7241	7581	9351	1	1	1	1	9161	9271	1	1	20782	1	21435	29002	12224	1	28060	12495	7579	24006	24587	11023	10767	5547	20951	8244	12821	11990	7543	10456	1	4738	7148	19608	12936	13261	16855	1	1	1	1	25276	15432	15635	11793	25260	30788
72.0215@2.837543	51069	41507	1	30143	60583	38169	50377	27152	68982	11960	15881	24194	26914	20649	62551	1	32825	75953	59093	1	7694	19193	67915	58183	28169	48544	25528	22674	35580	1	26274	40422	14062	11602	65119	51736	48624	64645	32808	49490	20373	20021	77498	37564	63751	62535	15452	20919	63163	1	69041	39193	106263	22377	16628	64011	44548	46237	38364	26471	56435	1	83664	38450	43123	5119	31947	31684	22789	17166	35688	25249	37837	52093	7467	33205	50962	9133	54095	23422	1	50519	16680	18131	8180	40825	1	32273	49921	31743	37530	55404	58931	25897	54638	44816	80770	30703	32899	1	1	22816	1	36866	49565	33190	1	87696	95508	63527	1	69719	66063	97098	27271	23441	1	35377	58134	66307	1	74014	6940	36186	34068	50172	16210	1	21776	16303	39617	15868	22203	25082	27845	42063	96117	1	89009	25347	30258	26206	36962	45411
277.9949@2.8596497	14002	19678	42213	16852	1	26052	25565	19784	31080	23156	31247	14398	16724	19031	13447	15536	1	15870	1	11269	14147	12789	19567	11326	13610	21592	12137	9380	9680	1	16423	18664	14682	1	9329	9396	9904	1	9393	9380	8675	27584	1	1	1	9301	1	11059	9696	8972	1	15222	1	1	9260	8787	1	16752	10287	7576	1	11898	9168	1	1	1	8437	11895	11367	11903	1	1	12963	9533	1	8322	10667	1	1	16499	10727	9978	8744	10910	9510	7398	12294	1	1	9465	18330	14297	1	1	1	10055	1	1	6407	1	1	1	11189	9325	13277	6565	1	11906	10647	14895	1	1	8271	1	1	1	13096	9324	11699	1	12669	12910	1	15314	10824	1	9364	8486	1	12876	1	12130	11659	10685	6701	8429	8482	9429	1	1	1	9590	15913	3615
426.1542@2.8352747	1	1	1	1	1	1	16981	23072	1	1	17089	10053	1	1	8950	13345	20289	25100	1	1	4689	10883	1	1	1	1	14995	13392	22330	13115	1	1	4619	4173	1	1	1	1	1	9583	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	14390	1	1	1	13495	1	10649	8537	6989	1	6768	1	1	1	5842	4400	1	1	1	1	9966	1	1	10713	2715	1	1	1	1	1	9762	1	1	36549	1	1	1	3453	5598	1	5430	9185	1	1	28014	19821	23914	10341	12792	20712	1	1	12248	9226	1	6062	1	1	1	1	18442	1	1	1	1	4848	54828	1	6913	6290	1	1	1	1	63972	20411	1	1	1	1	1	1	1	12612	1	1	1	1
284.1105@2.7999842	1	1	1	1	1	28821	1	32081	1	1	39559	25383	1	18955	30713	41737	37341	98025	41679	31913	1	1	1	1	1	12193	1	1	1	19102	36906	1	1	22215	1	1	33832	24880	1	1	31769	17726	1	1	1	43394	1	1	1	24591	57946	1	30105	41194	1	1	1	25075	19682	1	26868	1	1	58636	1	24233	1	18427	28929	1	1	1	1	1	1	1	36152	1	39517	1	15593	1	24306	1	1	15356	39939	65050	1	1	1	11280	1	14963	1	11594	22253	13696	1	25779	1	1	1	43435	18520	25772	1	1	1	21293	19948	1	18695	17080	61537	1	1	56476	12453	1	1	1	10611	1	1	26279	32031	1	27418	15150	1	1	1	1	1	1	1	9559	23517	1	16839	16445	30140	1
